5.29	1.58
4.67	1.5
4.05	1.49
3.3	1.34
2.71	1.26
2.34	1.18
2.32	1.21
3.33	1.45
4.45	3.59
5.32	6.55
4.38	5.54
3.37	4.37
2.7	3.65
2.25	3.88
1.97	3.96
1.85	3.56
2.2	3.12
2.92	2.95
3.1	2.55
3.02	2.28
2.54	2.07
2.09	1.9
1.85	1.75
1.72	1.62
1.75	1.51
1.76	1.41
1.73	1.32
1.66	1.24
1.73	1.17
2.18	1.52
3.05	1.25
2.89	1.13
2.49	1.35
2.18	1.15
2.29	1.06
2.23	1.01
1.99	0.96
1.8	0.91
1.63	0.87
1.46	0.85
1.3	0.81
1.21	0.82
1.11	0.76
1.01	0.73
0.95	0.72
0.86	0.69
0.87	0.66
0.94	0.91
0.96	0.74
0.97	0.67
0.89	0.65
1.09	1.11
0.91	0.81
0.95	1.14
0.98	0.88
0.8	0.79
0.73	0.76
0.69	0.73
0.59	0.7
0.6	0.68
0.58	0.65
0.58	0.63
0.53	0.62
0.5	0.59
0.49	0.58
0.43	0.58
0.35	0.55
0.3	0.53
0.48	0.52
0.41	0.51
0.31	0.49
0.23	0.48
0.38	0.47
0.36	0.46
0.24	0.44
0.22	0.43
0.15	0.42
0.25	0.41
0.26	0.4
0.21	0.39
0.24	0.39
0.23	0.38
0.17	0.37
0.17	0.36
0.18	0.35
0.21	0.36
0.2	0.34
0.2	0.34
0.14	0.33
0.15	0.32
0.23	0.32
0.2	0.36
0.2	0.42
0.21	0.48
0.2	0.37
0.2	0.34
0.28	0.39
0.28	0.43
0.19	0.36
0.22	0.34
0.2	0.33
0.21	0.33
0.19	0.32
0.19	0.32
0.15	0.31
0.15	0.31
0.16	0.3
0.14	0.3
0.17	0.29
0.22	0.29
0.22	0.28
0.24	0.28
0.28	0.27
0.31	0.27
0.27	0.26
0.28	0.26
0.25	0.26
0.2	0.25
0.18	0.25
0.16	0.24
0.13	0.24
0.11	0.24
0.09	0.23
0.07	0.23
0.05	0.23
0.03	0.22
0.04	0.22
0.06	0.22
0.06	0.21
0.06	0.21
0.06	0.21
0.06	0.21
0.07	0.2
0.09	0.2
0.11	0.2
0.13	0.2
0.14	0.19
0.15	0.19
0.15	0.19
0.16	0.19
0.16	0.18
0.15	0.18
0.14	0.18
0.14	0.18
0.13	0.18
0.11	0.17
0.08	0.17
0.07	0.17
0.07	0.17
0.08	0.17
0.08	0.16
0.08	0.16
0.09	0.16
0.1	0.16
0.13	0.16
0.15	0.16
0.15	0.15
0.15	0.15
0.15	0.15
0.14	0.15
0.12	0.15
0.11	0.15
0.09	0.15
0.1	0.14
0.09	0.14
0.07	0.14
0.06	0.3
0.06	0.23
0.06	0.17
0.06	0.16
0.06	0.16
0.06	0.18
0.06	0.16
0.07	0.16
0.08	0.16
0.09	0.15
0.1	0.15
0.34	0.15
0.47	0.15
0.62	0.15
1.4	0.15
0.68	0.15
0.38	0.14
0.25	0.14
0.2	0.14
0.16	0.14
0.15	0.14
0.15	0.14
0.15	0.14
0.15	0.14
0.14	0.13
0.16	0.13
0.15	0.13
0.15	0.13
0.13	0.13
0.13	0.13
0.16	0.13
0.14	0.13
0.14	0.13
0.14	0.12
0.11	0.12
0.1	0.12
0.1	0.12
0.1	0.12
0.11	0.12
0.1	0.12
0.09	0.12
0.1	0.12
0.09	0.12
0.09	0.11
0.08	0.11
0.08	0.11
0.07	0.12
0.07	0.12
0.09	0.19
0.1	0.16
0.1	0.19
0.1	0.23
0.1	0.15
0.1	0.13
0.1	0.13
0.1	0.13
0.1	0.13
0.1	0.13
0.1	0.13
0.1	0.13
0.1	0.13
0.1	0.13
0.1	0.13
0.1	0.12
0.1	0.12
0.12	0.12
0.1	0.12
0.1	0.12
0.1	0.12
0.12	0.12
0.16	0.19
0.17	0.19
0.23	0.26
0.31	0.29
0.38	0.23
0.44	0.24
0.5	0.34
0.73	0.4
1.51	0.74
0.99	0.44
0.67	0.31
0.71	0.29
1.04	0.68
1.59	1.69
2.59	2.75
3.69	3.34
5.13	4.78
6.95	6.71
8.15	8.87
7.22	9.08
5.47	7.46
4.89	7.59
4.84	7.07
5.16	8.1
5.67	7.55
4.16	6.51
2.82	5.21
2.49	4.89
4.61	6.42
5.68	9.03
3.65	6.27
3.19	6.17
5.86	6.95
8.12	8.29
7.32	9.51
6.85	8.88
7.18	7.97
6.83	9.2
4.78	8.01
3.47	7.14
3.01	5.56
3.69	5.34
5.71	5.72
6.28	6.79
7.86	8.81
5.2	7.76
3.71	5.7
3.19	4.8
2.71	4.02
2.38	3.46
3.18	3.74
3.07	3.28
2.83	3.39
3.73	4.29
5.06	5.01
6.09	5.63
9.48	7.06
12.74	6.38
9.69	5.57
8.14	5.66
8.34	6.17
9.25	6.57
10.35	8.8
8.91	7.28
8.49	6.14
8.7	5.71
8.81	4.91
8.43	4.34
7.09	4.37
9.69	5.16
12.21	5.75
10.28	4.43
7.71	3.76
6.42	3.31
6.03	2.97
7.21	2.69
7.51	3.85
5.96	3.98
5.41	3.25
5.09	4.81
4.93	4.96
4.31	4.02
3.77	4.8
3.88	4.95
4.04	4.32
3.71	3.64
3.34	3.11
3.17	2.75
4.1	4.21
4.06	3.37
3.84	2.79
3.71	2.52
3.45	2.35
3.09	2.23
2.82	1.99
3.1	1.81
3.83	1.7
3.69	5.42
3.47	4.61
3.05	4.87
2.42	3.89
2.56	3.61
3.46	4.99
3.78	5.75
3.08	4.23
2.53	3.51
2.34	3.39
2.28	2.95
2.19	3.04
2.31	2.76
2.35	2.8
3.01	3.4
3.54	2.71
4.26	2.35
5.5	3.77
4.56	4.14
3.45	3.5
3.01	2.88
3.61	3.8
3.09	2.97
2.63	2.55
2.54	2.3
2.71	2.09
4.01	3.23
4.48	4.91
4.41	6.59
3.51	4.96
2.69	4.01
2.53	3.86
2.85	4.62
3.16	4.91
2.78	4.12
2.88	3.83
2.85	3.2
2.44	3.77
2.13	3.56
1.86	3.31
1.67	2.99
1.84	5.48
2.31	5.76
2.14	4.22
1.92	3.52
1.76	3.63
1.69	3.04
1.65	3.12
1.53	2.64
1.43	2.34
1.37	2.12
1.53	1.94
1.79	2.17
1.74	1.85
1.59	1.67
1.42	1.55
1.29	1.45
1.22	1.52
1.19	1.49
1.24	1.4
1.1	1.27
1.01	1.19
1.01	1.88
1.07	1.47
1.09	1.84
1.5	3.66
1.73	2.9
1.77	2.89
1.75	2.46
1.73	2.87
1.59	2.56
1.5	2.18
1.58	2.5
2.09	3
2.28	2.46
2.08	2.69
1.77	2.25
1.71	2.34
1.77	2.04
1.62	1.83
1.41	1.69
1.26	1.57
1.13	1.46
0.99	1.37
0.92	1.29
0.81	1.21
0.83	1.15
