start_date,value_date,variable_name,location,measurement_unit,value,ensemble_name,qualifier_id,ensemblemember_id
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,22.9712,HEFSENSPOST,SIM1,1961
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.2453,HEFSENSPOST,SIM1,1962
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.9146,HEFSENSPOST,SIM1,1963
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,22.6584,HEFSENSPOST,SIM1,1964
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,24.1002,HEFSENSPOST,SIM1,1965
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.6058,HEFSENSPOST,SIM1,1966
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.6061,HEFSENSPOST,SIM1,1967
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.288,HEFSENSPOST,SIM1,1968
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.0306,HEFSENSPOST,SIM1,1969
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,22.9016,HEFSENSPOST,SIM1,1970
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.2193,HEFSENSPOST,SIM1,1971
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,24.5601,HEFSENSPOST,SIM1,1972
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.7607,HEFSENSPOST,SIM1,1973
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.6016,HEFSENSPOST,SIM1,1974
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.8009,HEFSENSPOST,SIM1,1975
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.0465,HEFSENSPOST,SIM1,1976
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.4715,HEFSENSPOST,SIM1,1977
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,22.3566,HEFSENSPOST,SIM1,1978
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.1986,HEFSENSPOST,SIM1,1979
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.7015,HEFSENSPOST,SIM1,1980
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.1905,HEFSENSPOST,SIM1,1981
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,24.7667,HEFSENSPOST,SIM1,1982
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,22.7826,HEFSENSPOST,SIM1,1983
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.6477,HEFSENSPOST,SIM1,1984
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.7725,HEFSENSPOST,SIM1,1985
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.8334,HEFSENSPOST,SIM1,1986
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.719,HEFSENSPOST,SIM1,1987
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,22.0869,HEFSENSPOST,SIM1,1988
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,24.1255,HEFSENSPOST,SIM1,1989
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.8804,HEFSENSPOST,SIM1,1990
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.9282,HEFSENSPOST,SIM1,1991
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,22.5822,HEFSENSPOST,SIM1,1992
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,24.1101,HEFSENSPOST,SIM1,1993
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.8342,HEFSENSPOST,SIM1,1994
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.6254,HEFSENSPOST,SIM1,1995
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.2382,HEFSENSPOST,SIM1,1996
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,25.196,HEFSENSPOST,SIM1,1997
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.9949,HEFSENSPOST,SIM1,1998
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.3286,HEFSENSPOST,SIM1,1999
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,24.9665,HEFSENSPOST,SIM1,2000
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,22.2951,HEFSENSPOST,SIM1,2001
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,24.4911,HEFSENSPOST,SIM1,2002
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.3914,HEFSENSPOST,SIM1,2003
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.5367,HEFSENSPOST,SIM1,2004
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.582,HEFSENSPOST,SIM1,2005
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.226,HEFSENSPOST,SIM1,2006
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,23.7704,HEFSENSPOST,SIM1,2007
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,24.6994,HEFSENSPOST,SIM1,2008
1985-06-01T12:00:00Z,1985-06-01T13:00:00Z,SQIN,DRRC2,CMS,22.9743,HEFSENSPOST,SIM1,2009
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,22.7205,HEFSENSPOST,SIM1,1961
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.0088,HEFSENSPOST,SIM1,1962
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.9986,HEFSENSPOST,SIM1,1963
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,22.2701,HEFSENSPOST,SIM1,1964
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,24.2711,HEFSENSPOST,SIM1,1965
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.4953,HEFSENSPOST,SIM1,1966
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.5794,HEFSENSPOST,SIM1,1967
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.265,HEFSENSPOST,SIM1,1968
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,22.8243,HEFSENSPOST,SIM1,1969
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,22.5465,HEFSENSPOST,SIM1,1970
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.0326,HEFSENSPOST,SIM1,1971
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,24.9359,HEFSENSPOST,SIM1,1972
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.663,HEFSENSPOST,SIM1,1973
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.4831,HEFSENSPOST,SIM1,1974
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.7662,HEFSENSPOST,SIM1,1975
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,22.9059,HEFSENSPOST,SIM1,1976
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.4671,HEFSENSPOST,SIM1,1977
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,21.8695,HEFSENSPOST,SIM1,1978
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.052,HEFSENSPOST,SIM1,1979
1985-06-01T12:00:00Z,1985-06-01T14:00:00Z,SQIN,DRRC2,CMS,23.5466,HEFSENSPOST,SIM1,1980
