1985-06-01 13:00:00,QINE,DRRC2,CFS,747.78455
1985-06-01 14:00:00,QINE,DRRC2,CFS,735.21606
1985-06-01 15:00:00,QINE,DRRC2,CFS,722.6476
1985-06-01 16:00:00,QINE,DRRC2,CFS,710.0755
1985-06-01 17:00:00,QINE,DRRC2,CFS,697.507
1985-06-01 18:00:00,QINE,DRRC2,CFS,684.93854
1985-06-01 19:00:00,QINE,DRRC2,CFS,683.33527
1985-06-01 20:00:00,QINE,DRRC2,CFS,681.732
1985-06-01 21:00:00,QINE,DRRC2,CFS,680.1287
1985-06-01 22:00:00,QINE,DRRC2,CFS,678.5219
1985-06-01 23:00:00,QINE,DRRC2,CFS,676.9186
1985-06-02 00:00:00,QINE,DRRC2,CFS,675.31537
1985-06-02 01:00:00,QINE,DRRC2,CFS,686.4323
1985-06-02 02:00:00,QINE,DRRC2,CFS,697.5494
1985-06-02 03:00:00,QINE,DRRC2,CFS,708.66644
1985-06-02 04:00:00,QINE,DRRC2,CFS,719.7835
1985-06-02 05:00:00,QINE,DRRC2,CFS,730.9006
1985-06-02 06:00:00,QINE,DRRC2,CFS,742.01764
1985-06-02 07:00:00,QINE,DRRC2,CFS,740.5521
1985-06-02 08:00:00,QINE,DRRC2,CFS,739.08655
1985-06-02 09:00:00,QINE,DRRC2,CFS,737.6245
1985-06-02 10:00:00,QINE,DRRC2,CFS,736.15894
1985-06-02 11:00:00,QINE,DRRC2,CFS,734.69336
1985-06-02 12:00:00,QINE,DRRC2,CFS,733.2278
1985-06-02 13:00:00,QINE,DRRC2,CFS,720.4686
1985-06-02 14:00:00,QINE,DRRC2,CFS,707.71295
1985-06-02 15:00:00,QINE,DRRC2,CFS,694.9538
1985-06-02 16:00:00,QINE,DRRC2,CFS,682.19464
1985-06-02 17:00:00,QINE,DRRC2,CFS,669.43896
1985-06-02 18:00:00,QINE,DRRC2,CFS,656.67975
1985-06-02 19:00:00,QINE,DRRC2,CFS,657.5732
1985-06-02 20:00:00,QINE,DRRC2,CFS,658.4702
1985-06-02 21:00:00,QINE,DRRC2,CFS,659.3672
1985-06-02 22:00:00,QINE,DRRC2,CFS,660.2607
1985-06-02 23:00:00,QINE,DRRC2,CFS,661.1577
1985-06-03 00:00:00,QINE,DRRC2,CFS,662.05115
1985-06-03 01:00:00,QINE,DRRC2,CFS,678.38416
1985-06-03 02:00:00,QINE,DRRC2,CFS,694.7137
1985-06-03 03:00:00,QINE,DRRC2,CFS,711.0467
1985-06-03 04:00:00,QINE,DRRC2,CFS,727.3762
1985-06-03 05:00:00,QINE,DRRC2,CFS,743.7057
1985-06-03 06:00:00,QINE,DRRC2,CFS,760.03876
1985-06-03 07:00:00,QINE,DRRC2,CFS,758.05756
1985-06-03 08:00:00,QINE,DRRC2,CFS,756.07996
1985-06-03 09:00:00,QINE,DRRC2,CFS,754.1023
1985-06-03 10:00:00,QINE,DRRC2,CFS,752.1212
1985-06-03 11:00:00,QINE,DRRC2,CFS,750.14355
1985-06-03 12:00:00,QINE,DRRC2,CFS,748.1624
1985-06-03 13:00:00,QINE,DRRC2,CFS,733.23846
1985-06-03 14:00:00,QINE,DRRC2,CFS,718.318
1985-06-03 15:00:00,QINE,DRRC2,CFS,703.394
